"cui","sab","code"
C3893356,GO,GO:0043540
C3893357,GO,GO:0043540
C3893358,GO,GO:0044224
C3893359,GO,GO:0044327
C3893360,GO,GO:0044456
C3893361,GO,GO:0044848
C3893362,GO,GO:0044851
C3893363,GO,GO:0044852
C3893364,GO,GO:0044853
C3893365,GO,GO:0044854
C3893366,GO,GO:0044855
C3893367,GO,GO:0044856
C3893368,GO,GO:0044857
C3893369,GO,GO:0044858
C3893370,GO,GO:0044859
C3893371,GO,GO:0044860
C3893372,GO,GO:0044861
C3893373,GO,GO:0044862
C3893374,GO,GO:0044863
C3893375,GO,GO:0044864
C3893376,GO,GO:0044865
C3893377,GO,GO:0044866
C3893378,GO,GO:0044867
C3893379,GO,GO:0044868
C3893380,GO,GO:0044869
C3893381,GO,GO:0044870
C3893382,GO,GO:0044871
C3893383,GO,GO:0044872
C3893384,GO,GO:0044873
C3893385,GO,GO:0044874
C3893386,GO,GO:0044875
C3893387,GO,GO:0044876
C3893388,GO,GO:0044877
C3893389,GO,GO:0044878
C3893390,GO,GO:0045138
C3893391,GO,GO:0046785
C3893392,GO,GO:0046902
C3893393,GO,GO:0048489
C3893394,GO,GO:0048786
C3893395,GO,GO:0050965
C3893396,GO,GO:0050966
C3893397,GO,GO:0050968
C3893398,GO,GO:0051721
C3893399,GO,GO:0051948
C3893400,GO,GO:0052888
C3893401,GO,GO:1904667
C3893402,GO,GO:0061402
C3893403,GO,GO:0061422
C3893404,GO,GO:0061542
C3893405,GO,GO:0061542
C3893406,GO,GO:0061542
C3893407,GO,GO:0061542
C3893408,GO,GO:0061632
C3893409,GO,GO:0061633
C3893410,GO,GO:0061634
C3893411,GO,GO:0061635
C3893412,GO,GO:1990757
C3893413,GO,GO:1990948
C3893414,GO,GO:0061638
C3893415,GO,GO:0061638
C3893416,GO,GO:0061639
C3893417,GO,GO:0061640
C3893418,GO,GO:0061641
C3893419,GO,GO:0061641
C3893420,GO,GO:0061642
C3893421,GO,GO:0061643
C3893422,GO,GO:0061644
C3893423,GO,GO:0061645
C3893424,GO,GO:0061646
C3893425,GO,GO:0061647
C3893426,GO,GO:0061648
C3893427,GO,GO:0061649
C3893428,GO,GO:0061668
C3893429,GO,GO:0061669
C3893430,GO,GO:0061670
C3893431,GO,GO:0061671
C3893432,GO,GO:0061672
C3893433,GO,GO:0061672
C3893434,GO,GO:0061673
C3893435,GO,GO:0061674
C3893436,GO,GO:0061675
C3893437,GO,GO:0061676
C3893438,GO,GO:0061677
C3893439,GO,GO:0061678
C3893440,GO,GO:0061679
C3893441,GO,GO:0061680
C3893442,GO,GO:0061681
C3893443,GO,GO:0061682
C3893444,GO,GO:0061683
C3893445,GO,GO:0061685
C3893446,GO,GO:0061686
C3893447,GO,GO:0061687
C3893448,GO,GO:0061688
C3893449,GO,GO:0070772
C3893450,GO,GO:0070985
C3893450,GO,GO:1990493
C3893451,GO,GO:0070985
C3893452,GO,GO:0071211
C3893453,GO,GO:0071229
C3893454,GO,GO:0071229
C3893455,GO,GO:0071229
C3893456,GO,GO:0071469
C3893457,GO,GO:0071668
C3893458,GO,GO:0072320
C3893459,GO,GO:0072496
C3893460,GO,GO:0072542
C3893461,GO,GO:0089700
C3893462,GO,GO:0089700
C3893463,GO,GO:0089700
C3893464,GO,GO:0089701
C3893465,GO,GO:0089702
C3893466,GO,GO:0089703
C3893467,GO,GO:0089704
C3893468,GO,GO:0089705
C3893469,GO,GO:0089706
C3893470,GO,GO:0089707
C3893471,GO,GO:0089708
C3893472,GO,GO:0089709
C3893473,GO,GO:0089710
C3893475,GO,GO:0070778
C3893476,GO,GO:0089713
C3893477,GO,GO:0089714
C3893478,GO,GO:0089715
C3893479,GO,GO:0089716
C3893480,GO,GO:0089717
C3893481,GO,GO:0089718
C3893482,GO,GO:0089719
C3893483,GO,GO:0089720
C3893484,GO,GO:0089721
C3893485,GO,GO:0089722
C3893486,GO,GO:0090581
C3893487,GO,GO:0090582
C3893488,GO,GO:0090583
C3893489,GO,GO:0090584
C3893490,GO,GO:0090585
C3893491,GO,GO:0090586
C3893492,GO,GO:0090587
C3893493,GO,GO:0090588
C3893494,GO,GO:0090589
C3893495,GO,GO:0090590
C3893496,GO,GO:0090591
C3893497,GO,GO:0090592
C3893498,GO,GO:0090593
C3893499,GO,GO:0090594
C3893500,GO,GO:0090595
C3893501,GO,GO:0090596
C3893502,GO,GO:0090597
C3893503,GO,GO:0090598
C3893504,GO,GO:0090600
C3893505,GO,GO:0090602
C3893506,GO,GO:0090603
C3893507,GO,GO:0090604
C3893508,GO,GO:0090605
C3893509,GO,GO:0090605
C3893510,GO,GO:0090606
C3893511,GO,GO:0090607
C3893512,GO,GO:0090608
C3893513,GO,GO:0090609
C3893514,GO,GO:0090610
C3893515,GO,GO:0090611
C3893516,GO,GO:0090612
C3893517,GO,GO:0090613
C3893518,GO,GO:0090614
C3893519,GO,GO:0090615
C3893520,GO,GO:0090616
C3893521,GO,GO:0090617
C3893522,GO,GO:0090618
C3893523,GO,GO:0090618
C3893524,GO,GO:0090619
C3893525,GO,GO:0090620
C3893526,GO,GO:0090620
C3893527,GO,GO:0090621
C3893528,GO,GO:0061630
C3893529,GO,GO:1904668
C3893530,GO,GO:0090624
C3893531,GO,GO:0090625
C3893532,GO,GO:0090626
C3893533,GO,GO:0090627
C3893534,GO,GO:0090628
C3893535,GO,GO:0090629
C3893537,GO,GO:0090632
C3893538,GO,GO:0090633
C3893539,GO,GO:0097030
C3893540,GO,GO:0097115
C3893541,GO,GO:0097116
C3893542,GO,GO:0097118
C3893543,GO,GO:0097240
C3893544,GO,GO:0097425
C3893545,GO,GO:0097532
C3893546,GO,GO:0097533
C3893547,GO,GO:0097539
C3893548,GO,GO:0097539
C3893549,GO,GO:0097539
C3893550,GO,GO:0097539
C3893551,GO,GO:0097605
C3893552,GO,GO:0097606
C3893553,GO,GO:0097607
C3893554,GO,GO:0097608
C3893555,GO,GO:0097609
C3893556,GO,GO:0097610
C3893557,GO,GO:0097611
C3893558,GO,GO:0097612
C3893559,GO,GO:0097613
C3893560,GO,GO:0097613
C3893561,GO,GO:0097614
C3893562,GO,GO:0097614
C3893563,GO,GO:0097614
C3893564,GO,GO:0097614
C3893565,GO,GO:0097615
C3893566,GO,GO:0097616
C3893567,GO,GO:0097617
C3893568,GO,GO:0097618
C3893569,GO,GO:0097619
C3893570,GO,GO:0097619
C3893571,GO,GO:0097620
C3893572,GO,GO:0097621
C3893573,GO,GO:0097622
C3893574,GO,GO:0097623
C3893575,GO,GO:0097624
C3893576,GO,GO:0097625
C3893577,GO,GO:0097626
C3893578,GO,GO:0097627
C3893579,GO,GO:0097628
C3893580,GO,GO:0097629
C3893581,GO,GO:0097629
C3893582,GO,GO:0097630
C3893583,GO,GO:0097631
C3893584,GO,GO:0097632
C3893585,GO,GO:0097633
C3893586,GO,GO:0097634
C3893587,GO,GO:0097635
C3893588,GO,GO:0097636
C3893589,GO,GO:0097637
C3893590,GO,GO:0097638
C3893591,GO,GO:0097639
C3893592,GO,GO:0097640
C3893593,GO,GO:0097641
C3893594,GO,GO:0097642
C3893595,GO,GO:0097643
C3893596,GO,GO:0097644
C3893597,GO,GO:0097645
C3893598,GO,GO:0097646
C3893599,GO,GO:0097647
C3893600,GO,GO:0097648
C3893601,GO,GO:0097649
C3893602,GO,GO:0097650
C3893603,GO,GO:0097651
C3893604,GO,GO:0097652
C3893605,GO,GO:0097653
C3893606,GO,GO:0097654
C3893607,GO,GO:0097655
C3893608,GO,GO:0097656
C3893609,GO,GO:0097657
C3893610,GO,GO:0097658
C3893611,GO,GO:0097659
C3893612,GO,GO:0097660
C3893613,GO,GO:0097661
C3893614,GO,GO:0097662
C3893615,GO,GO:0097663
C3893616,GO,GO:0097664
C3893617,GO,GO:0097665
C3893618,GO,GO:0097666
C3893619,GO,GO:0097667
C3893620,GO,GO:0097668
C3893621,GO,GO:0097669
C3893622,GO,GO:0097670
C3893623,GO,GO:0097671
C3893624,GO,GO:0097672
C3893625,GO,GO:0097673
C3893626,GO,GO:0097674
C3893627,GO,GO:0097675
C3893628,GO,GO:0097676
C3893629,GO,GO:0097677
C3893630,GO,GO:0097678
C3893631,GO,GO:0030430
C3893632,GO,GO:0097680
C3893633,GO,GO:0097681
C3893634,GO,GO:0097681
C3893635,GO,GO:0097682
C3893636,GO,GO:0097684
C3893637,GO,GO:0097685
C3893638,GO,GO:0097686
C3893639,GO,GO:0097687
C3893640,GO,GO:0097688
C3893642,GO,GO:0097690
C3893643,GO,GO:0098610
C3893644,GO,GO:0098649
C3893645,GO,GO:0098649
C3893646,GO,GO:0098650
C3893647,GO,GO:0098651
C3893648,GO,GO:0098652
C3893649,GO,GO:0098654
C3893650,GO,GO:0098654
C3893650,GO,GO:1990568
C3893651,GO,GO:0098655
C3893652,GO,GO:0098656
C3893653,GO,GO:0098658
C3893654,GO,GO:0098659
C3893655,GO,GO:0098660
C3893656,GO,GO:0098661
C3893657,GO,GO:0098662
C3893658,GO,GO:0098663
C3893659,GO,GO:0098700
C3893661,GO,GO:0098702
C3893662,GO,GO:0098703
C3893663,GO,GO:0098704
C3893664,GO,GO:0098705
C3893665,GO,GO:0098706
C3893666,GO,GO:0098711
C3893667,GO,GO:0098708
C3893668,GO,GO:0098709
C3893669,GO,GO:0098710
C3893670,GO,GO:0098711
C3893671,GO,GO:0098712
C3893672,GO,GO:0098713
C3893673,GO,GO:0098714
C3893674,GO,GO:0098715
C3893675,GO,GO:0098716
C3893676,GO,GO:0098717
C3893677,GO,GO:0098718
C3893678,GO,GO:0098719
C3893679,GO,GO:0098720
C3893680,GO,GO:0098721
C3893681,GO,GO:0098723
C3893682,GO,GO:0098724
C3893683,GO,GO:0098725
C3893684,GO,GO:0098726
C3893685,GO,GO:0098727
C3893686,GO,GO:0098728
C3893687,GO,GO:0098729
C3893688,GO,GO:0098730
C3893689,GO,GO:0098731
C3893690,GO,GO:0098732
C3893691,GO,GO:0098733
C3893692,GO,GO:0098734
C3893693,GO,GO:0098735
C3893694,GO,GO:0098736
C3893695,GO,GO:0098737
C3893696,GO,GO:0098739
C3893697,GO,GO:0098740
C3893698,GO,GO:0098610
C3893699,GO,GO:0098742
C3893700,GO,GO:0098744
C3893701,GO,GO:0098745
C3893702,GO,GO:0098746
C3893703,GO,GO:0098747
C3893704,GO,GO:0140312
C3893705,GO,GO:0098749
C3893706,GO,GO:0098750
C3893707,GO,GO:0098751
C3893708,GO,GO:0098752
C3893709,GO,GO:0098753
C3893710,GO,GO:0098755
C3893711,GO,GO:0098762
C3893712,GO,GO:0098763
C3893713,GO,GO:0098764
C3893714,GO,GO:0098765
C3893715,GO,GO:0098766
C3893716,GO,GO:0098767
C3893717,GO,GO:0098768
C3893718,GO,GO:0098769
C3893719,GO,GO:0098770
C3893720,GO,GO:0098771
C3893721,GO,GO:0098772
C3893722,GO,GO:0098773
C3893723,GO,GO:0098774
C3893724,GO,GO:0098775
C3893725,GO,GO:0098776
C3893726,GO,GO:0098777
C3893727,GO,GO:0098778
C3893728,GO,GO:0098779
C3893729,GO,GO:0098780
C3893730,GO,GO:0098781
C3893731,GO,GO:0098782
C3893732,GO,GO:0098783
C3893733,GO,GO:0098784
C3893734,GO,GO:0098785
C3893735,GO,GO:0098786
C3893736,GO,GO:0098788
C3893737,GO,GO:0098791
C3893738,GO,GO:0098801
C3893739,GO,GO:0099587
C3893740,GO,GO:0100001
C3893741,GO,GO:0100002
C3893742,GO,GO:0100003
C3893743,GO,GO:0100004
C3893744,GO,GO:0100005
C3893745,GO,GO:0100006
C3893746,GO,GO:0100007
C3893747,GO,GO:0100008
C3893748,GO,GO:0100009
C3893749,GO,GO:0100010
C3893750,GO,GO:0100011
C3893751,GO,GO:0100012
C3893752,GO,GO:0100013
C3893753,GO,GO:0100014
C3893754,GO,GO:0100015
C3893755,GO,GO:0100016
C3893756,GO,GO:0100017
C3893757,GO,GO:0100018
C3893758,GO,GO:0100019
C3893759,GO,GO:0100020
C3893760,GO,GO:0100021
C3893761,GO,GO:0100021
C3893762,GO,GO:0100023
C3893763,GO,GO:0100024
C3893764,GO,GO:0100025
C3893765,GO,GO:0100026
C3893766,GO,GO:0100027
C3893767,GO,GO:0100028
C3893768,GO,GO:0100029
C3893769,GO,GO:0100030
C3893770,GO,GO:0100031
C3893771,GO,GO:0100032
C3893772,GO,GO:0100033
C3893773,GO,GO:0100034
C3893774,GO,GO:0100035
C3893775,GO,GO:0100036
C3893776,GO,GO:0100037
C3893777,GO,GO:0100038
C3893778,GO,GO:0100039
C3893779,GO,GO:0100040
C3893780,GO,GO:0100041
C3893781,GO,GO:0100042
C3893782,GO,GO:0100043
C3893783,GO,GO:0100044
C3893784,GO,GO:0100045
C3893785,GO,GO:0100046
C3893786,GO,GO:0100047
C3893787,GO,GO:0100048
C3893788,GO,GO:0100049
C3893789,GO,GO:0100050
C3893790,GO,GO:0100051
C3893791,GO,GO:0100052
C3893792,GO,GO:0100053
C3893793,GO,GO:0100054
C3893794,GO,GO:0100055
C3893795,GO,GO:0100056
C3893796,GO,GO:0100057
C3893797,GO,GO:0100058
C3893798,GO,GO:0100059
C3893799,GO,GO:0100060
C3893800,GO,GO:0100061
C3893801,GO,GO:0100062
C3893802,GO,GO:0100063
C3893803,GO,GO:0100064
C3893804,GO,GO:0100065
C3893805,GO,GO:0100066
C3893806,GO,GO:0100067
C3893807,GO,GO:0100068
C3893808,GO,GO:0100069
C3893809,GO,GO:0100070
C3893810,GO,GO:1900405
C3893811,GO,GO:1903034
C3893812,GO,GO:1903035
C3893813,GO,GO:1903036
C3893814,GO,GO:1903037
C3893815,GO,GO:1903038
C3893816,GO,GO:1903039
C3893817,GO,GO:1903040
C3893818,GO,GO:1903041
C3893819,GO,GO:1903042
C3893820,GO,GO:1903043
C3893821,GO,GO:1903044
C3893822,GO,GO:1903045
C3893823,GO,GO:1903046
C3893824,GO,GO:1903047
C3893825,GO,GO:1903048
C3893826,GO,GO:1903049
C3893827,GO,GO:1903050
C3893828,GO,GO:1903051
C3893829,GO,GO:1903052
C3893830,GO,GO:1903053
C3893831,GO,GO:1903054
C3893832,GO,GO:1903054
C3893833,GO,GO:1903055
C3893834,GO,GO:1903055
C3893835,GO,GO:1903056
C3893836,GO,GO:1903057
C3893837,GO,GO:1903057
C3893838,GO,GO:1903058
C3893839,GO,GO:1903058
C3893840,GO,GO:1903059
C3893841,GO,GO:1903060
C3893842,GO,GO:1903061
C3893843,GO,GO:1903062
C3893844,GO,GO:1903063
C3893845,GO,GO:1903064
C3893846,GO,GO:1903065
C3893847,GO,GO:1903066
C3893848,GO,GO:1903067
C3893849,GO,GO:1903067
C3893850,GO,GO:1903068
C3893851,GO,GO:1903069
C3893852,GO,GO:1903070
C3893853,GO,GO:1903071
C3893854,GO,GO:1903071
C3893855,GO,GO:1903072
C3893856,GO,GO:1903073
C3893857,GO,GO:1903073
C3893858,GO,GO:1903074
C3893859,GO,GO:1903075
C3893860,GO,GO:1903076
C3893861,GO,GO:1903077
C3893862,GO,GO:1903077
C3893863,GO,GO:1903078
C3893864,GO,GO:1903079
C3893865,GO,GO:1903079
C3893866,GO,GO:1903080
C3893867,GO,GO:1903081
C3893868,GO,GO:1903081
C3893869,GO,GO:1903082
C3893870,GO,GO:1903082
C3893871,GO,GO:1903083
C3893872,GO,GO:1903084
C3893873,GO,GO:1903085
C3893874,GO,GO:1903086
C3893875,GO,GO:1903087
C3893876,GO,GO:1903088
C3893877,GO,GO:1903089
C3893878,GO,GO:1903090
C3893879,GO,GO:1903091
C3893880,GO,GO:1903092
C3893881,GO,GO:1903093
C3893882,GO,GO:1903094
C3893883,GO,GO:1903095
C3893884,GO,GO:1903096
C3893885,GO,GO:1903097
C3893886,GO,GO:1903098
C3893887,GO,GO:1903098
C3893888,GO,GO:1903098
C3893889,GO,GO:1903098
C3893890,GO,GO:1903099
C3893891,GO,GO:1903099
C3893892,GO,GO:1903100
C3893893,GO,GO:1903101
C3893894,GO,GO:1903102
C3893895,GO,GO:1903103
C3893896,GO,GO:1903104
C3893897,GO,GO:1903105
C3893898,GO,GO:1903105
C3893899,GO,GO:1903105
C3893900,GO,GO:1903106
C3893901,GO,GO:1903106
C3893902,GO,GO:1903106
C3893903,GO,GO:1903107
C3893904,GO,GO:1903108
C3893905,GO,GO:1903109
C3893906,GO,GO:1903110
C3893907,GO,GO:1903111
C3893908,GO,GO:1903112
C3893909,GO,GO:1903113
C3893910,GO,GO:1903114
C3893911,GO,GO:1903115
C3893912,GO,GO:1903116
C3893913,GO,GO:1903117
C3893914,GO,GO:1903117
C3893915,GO,GO:1903117
C3893916,GO,GO:1903117
C3893917,GO,GO:1903118
C3893918,GO,GO:1903119
C3893919,GO,GO:1903120
C3893920,GO,GO:1903121
C3893921,GO,GO:1903122
C3893922,GO,GO:1903123
C3893923,GO,GO:1903124
C3893924,GO,GO:1903124
C3893925,GO,GO:1903125
C3893926,GO,GO:1903126
C3893927,GO,GO:1903127
C3893932,GO,GO:1905534
C3893933,GO,GO:1903131
C3893934,GO,GO:1903132
C3893935,GO,GO:1903133
C3893936,GO,GO:1903134
C3893937,GO,GO:1903135
C3893938,GO,GO:1903136
C3893939,GO,GO:1903137
C3893940,GO,GO:1903137
C3893941,GO,GO:1903138
C3893942,GO,GO:1903138
C3893943,GO,GO:1903138
C3893944,GO,GO:1903139
C3893945,GO,GO:1903139
C3893946,GO,GO:1903139
C3893947,GO,GO:1903140
C3893948,GO,GO:1903141
C3893949,GO,GO:1903142
C3893950,GO,GO:1903143
C3893951,GO,GO:1903144
C3893952,GO,GO:1903145
C3893953,GO,GO:1903146
C3893954,GO,GO:1903147
C3893955,GO,GO:1903148
C3893956,GO,GO:1903149
C3893957,GO,GO:1903150
C3893958,GO,GO:1903151
C3893959,GO,GO:1903152
C3893960,GO,GO:1903153
C3893961,GO,GO:1903154
C3893962,GO,GO:1903154
C3893963,GO,GO:1903155
C3893964,GO,GO:1903156
C3893965,GO,GO:1903157
C3893966,GO,GO:1903158
C3893967,GO,GO:1903159
C3893968,GO,GO:1903160
C3893969,GO,GO:1903160
C3893970,GO,GO:1903161
C3893971,GO,GO:1903162
C3893972,GO,GO:1903163
C3893973,GO,GO:1903164
C3893974,GO,GO:1903165
C3893975,GO,GO:1903166
C3893976,GO,GO:1903167
C3893977,GO,GO:1903168
C3893978,GO,GO:1903168
C3893979,GO,GO:1903168
C3893980,GO,GO:1903168
C3893981,GO,GO:1903169
C3893982,GO,GO:1903170
C3893983,GO,GO:1903170
C3893984,GO,GO:1903171
C3893985,GO,GO:1903172
C3893986,GO,GO:1903173
C3893987,GO,GO:1903174
C3893988,GO,GO:1903175
C3893989,GO,GO:1903176
C3893990,GO,GO:1903177
C3893991,GO,GO:1903178
C3893992,GO,GO:1903179
C3893993,GO,GO:1903180
C3893994,GO,GO:1903181
C3893995,GO,GO:1903182
C3893996,GO,GO:1903183
C3893997,GO,GO:1903184
C3893998,GO,GO:1903185
C3893999,GO,GO:1903186
C3894000,GO,GO:1903187
C3894001,GO,GO:1903188
C3894002,GO,GO:1903189
C3894003,GO,GO:1903190
C3894004,GO,GO:1903191
C3894005,GO,GO:1903192
C3894006,GO,GO:1903193
C3894007,GO,GO:1903195
C3894008,GO,GO:1903196
C3894009,GO,GO:1903196
C3894010,GO,GO:1903197
C3894011,GO,GO:1903198
C3894012,GO,GO:1903199
C3894013,GO,GO:1903200
C3894014,GO,GO:1903200
C3894015,GO,GO:1903201
C3894016,GO,GO:1903202
C3894017,GO,GO:1903203
C3894018,GO,GO:1903204
C3894019,GO,GO:1903205
C3894020,GO,GO:1903206
C3894021,GO,GO:1903206
C3894022,GO,GO:1903207
C3894023,GO,GO:1903208
C3894024,GO,GO:1903209
C3894024,GO,GO:1903210
C3894025,GO,GO:1903211
C3894026,GO,GO:1903212
C3894027,GO,GO:1903213
C3894028,GO,GO:1903214
C3894029,GO,GO:1903214
C3894030,GO,GO:1903215
C3894031,GO,GO:1903215
C3894032,GO,GO:1903216
C3894033,GO,GO:1903217
C3894034,GO,GO:1903218
C3894035,GO,GO:1903219
C3894036,GO,GO:1903219
C3894037,GO,GO:1903219
C3894038,GO,GO:1903219
C3894039,GO,GO:1903219
C3894040,GO,GO:1903220
C3894041,GO,GO:1903220
C3894042,GO,GO:1903220
C3894043,GO,GO:1903220
C3894044,GO,GO:1903221
C3894045,GO,GO:1903222
C3894046,GO,GO:1903223
C3894047,GO,GO:1903224
C3894048,GO,GO:1903225
C3894049,GO,GO:1903226
C3894050,GO,GO:1903227
C3894051,GO,GO:1903228
C3894052,GO,GO:1903229
C3894053,GO,GO:1903230
C3894054,GO,GO:1903231
C3894055,GO,GO:1903232
C3894056,GO,GO:1903233
C3894057,GO,GO:1903234
C3894058,GO,GO:1903235
C3894059,GO,GO:1903236
C3894060,GO,GO:1903237
C3894061,GO,GO:1903238
C3894062,GO,GO:1903239
C3894063,GO,GO:1903240
C3894064,GO,GO:1903241
C3894065,GO,GO:1903241
C3894066,GO,GO:1903241
C3894067,GO,GO:1903241
C3894068,GO,GO:1903241
C3894069,GO,GO:1903242
C3894070,GO,GO:1903243
C3894071,GO,GO:1903243
C3894072,GO,GO:1903244
C3894073,GO,GO:1903244
C3894074,GO,GO:1903245
C3894075,GO,GO:1903246
C3894076,GO,GO:1903246
C3894077,GO,GO:1903246
C3894078,GO,GO:1903246
C3894079,GO,GO:1903246
C3894080,GO,GO:1903246
C3894081,GO,GO:1903246
C3894082,GO,GO:1903246
C3894083,GO,GO:1903247
C3894084,GO,GO:1903247
C3894085,GO,GO:1903247
C3894086,GO,GO:1903247
C3894087,GO,GO:1903247
C3894088,GO,GO:1903248
C3894089,GO,GO:1903249
C3894090,GO,GO:1903250
C3894091,GO,GO:1903251
C3894091,GO,GO:1990445
C3894092,GO,GO:1903252
C3894093,GO,GO:1903253
C3894094,GO,GO:1903254
C3894095,GO,GO:1903255
C3894096,GO,GO:1903256
C3894097,GO,GO:1903257
C3894098,GO,GO:1903258
C3894099,GO,GO:1903259
C3894100,GO,GO:1903260
C3894101,GO,GO:0033139
C3894104,GO,GO:1903264
C3894105,GO,GO:1903265
C3894106,GO,GO:1903265
C3894107,GO,GO:1903265
C3894108,GO,GO:1903266
C3894109,GO,GO:1903267
C3894110,GO,GO:1903268
C3894111,GO,GO:1903269
C3894112,GO,GO:1903270
C3894113,GO,GO:1903271
C3894114,GO,GO:1903272
C3894118,GO,GO:1903276
C3894119,GO,GO:1903277
C3894120,GO,GO:1903278
C3894121,GO,GO:1903279
C3894122,GO,GO:1903280
C3894123,GO,GO:1903281
C3894124,GO,GO:1903282
C3894125,GO,GO:1903283
C3894126,GO,GO:1903283
C3894127,GO,GO:1903284
C3894128,GO,GO:1903284
C3894129,GO,GO:1903284
C3894130,GO,GO:1903285
C3894131,GO,GO:1903285
C3894132,GO,GO:1903286
C3894133,GO,GO:1903287
C3894134,GO,GO:1903288
C3894135,GO,GO:1903289
C3894136,GO,GO:1903290
C3894137,GO,GO:1903291
C3894138,GO,GO:1903292
C3894139,GO,GO:1903293
C3894140,GO,GO:1903294
C3894141,GO,GO:1903295
C3894142,GO,GO:1903296
C3894143,GO,GO:1903297
C3894144,GO,GO:1903298
C3894145,GO,GO:1903298
C3894146,GO,GO:1903299
C3894147,GO,GO:1903299
C3894148,GO,GO:1903299
C3894149,GO,GO:1903299
C3894150,GO,GO:1903299
C3894151,GO,GO:1903299
C3894152,GO,GO:1903300
C3894153,GO,GO:1903300
C3894154,GO,GO:1903300
C3894155,GO,GO:1903300
C3894156,GO,GO:1903300
C3894157,GO,GO:1903300
C3894158,GO,GO:1903300
C3894159,GO,GO:1903300
C3894160,GO,GO:1903300
C3894161,GO,GO:1903300
C3894162,GO,GO:1903300
C3894163,GO,GO:1903300
C3894164,GO,GO:1903300
C3894165,GO,GO:1903300
C3894166,GO,GO:1903300
C3894167,GO,GO:1903300
C3894168,GO,GO:1903300
C3894169,GO,GO:1903301
C3894170,GO,GO:1903301
C3894171,GO,GO:1903301
C3894172,GO,GO:1903301
C3894173,GO,GO:1903301
C3894174,GO,GO:1903301
C3894175,GO,GO:1903301
C3894176,GO,GO:1903301
C3894177,GO,GO:1903301
C3894178,GO,GO:1903301
C3894179,GO,GO:1903301
C3894180,GO,GO:1903301
C3894181,GO,GO:1903301
C3894182,GO,GO:1903302
C3894183,GO,GO:1903303
C3894184,GO,GO:1903304
C3894185,GO,GO:1903305
C3894186,GO,GO:1903306
C3894187,GO,GO:1903306
C3894188,GO,GO:1903307
C3894189,GO,GO:1902275
C3894190,GO,GO:1905268
C3894191,GO,GO:1905269
C3894192,GO,GO:1903311
C3894193,GO,GO:1903312
C3894194,GO,GO:1903312
C3894195,GO,GO:1903313
C3894196,GO,GO:1903314
C3894197,GO,GO:1903315
C3894198,GO,GO:1903316
C3894199,GO,GO:1903317
C3894200,GO,GO:1903318
C3894201,GO,GO:1903319
C3894202,GO,GO:1903320
C3894203,GO,GO:1903321
C3894204,GO,GO:1903322
C3894205,GO,GO:1903323
C3894206,GO,GO:1903324
C3894207,GO,GO:1903325
C3894208,GO,GO:1903326
C3894209,GO,GO:1903327
C3894210,GO,GO:1903328
C3894211,GO,GO:1903329
C3894212,GO,GO:1903330
C3894213,GO,GO:1903330
C3894214,GO,GO:1903330
C3894215,GO,GO:1903331
C3894216,GO,GO:1903331
C3894217,GO,GO:1903331
C3894218,GO,GO:1903331
C3894219,GO,GO:1903332
C3894220,GO,GO:1903332
C3894221,GO,GO:1903332
C3894222,GO,GO:1903332
C3894223,GO,GO:1903332
C3894224,GO,GO:1903332
C3894225,GO,GO:1903332
C3894226,GO,GO:1903332
C3894227,GO,GO:1903332
C3894228,GO,GO:1903332
C3894229,GO,GO:1903333
C3894230,GO,GO:1903333
C3894231,GO,GO:1903333
C3894232,GO,GO:1903333
C3894233,GO,GO:1903333
C3894234,GO,GO:1903333
C3894235,GO,GO:1903333
C3894236,GO,GO:1903333
C3894237,GO,GO:1903333
C3894238,GO,GO:1903333
C3894239,GO,GO:1903333
C3894240,GO,GO:1903333
C3894241,GO,GO:1903333
C3894242,GO,GO:1903333
C3894243,GO,GO:1903333
C3894244,GO,GO:1903333
C3894245,GO,GO:1903333
C3894246,GO,GO:1903333
C3894247,GO,GO:1903333
C3894248,GO,GO:1903333
C3894249,GO,GO:1903333
C3894250,GO,GO:1903333
C3894251,GO,GO:1903333
C3894252,GO,GO:1903333
C3894253,GO,GO:1903333
C3894254,GO,GO:1903333
C3894255,GO,GO:1903334
C3894256,GO,GO:1903334
C3894257,GO,GO:1903334
C3894258,GO,GO:1903334
C3894259,GO,GO:1903334
C3894260,GO,GO:1903334
C3894261,GO,GO:1903334
C3894262,GO,GO:1903334
C3894263,GO,GO:1903334
C3894264,GO,GO:1903334
C3894265,GO,GO:1903334
C3894266,GO,GO:1903334
C3894267,GO,GO:1903334
C3894268,GO,GO:1903334
C3894269,GO,GO:1903334
C3894270,GO,GO:1903334
C3894271,GO,GO:1903334
C3894272,GO,GO:1903334
C3894273,GO,GO:1903334
C3894274,GO,GO:1903334
C3894275,GO,GO:1903334
C3894276,GO,GO:1903334
C3894277,GO,GO:1903334
C3894278,GO,GO:1903334
C3894279,GO,GO:1903334
C3894280,GO,GO:1903335
C3894281,GO,GO:1903336
C3894282,GO,GO:1903336
C3894283,GO,GO:1903337
C3894284,GO,GO:1903337
C3894285,GO,GO:1903338
C3894286,GO,GO:1903339
C3894287,GO,GO:1903339
C3894288,GO,GO:1903339
C3894289,GO,GO:1903339
C3894290,GO,GO:1903340
C3894291,GO,GO:1903340
C3894292,GO,GO:1903340
C3894293,GO,GO:1903341
C3894294,GO,GO:1903342
C3894295,GO,GO:1903342
C3894296,GO,GO:1903343
